doc_id,doc_name,folder_name
1840,39670,comp.graphics
1841,39035,comp.graphics
1842,38914,comp.graphics
1843,38934,comp.graphics
1844,38884,comp.graphics
1845,39069,comp.graphics
1846,39061,comp.graphics
1847,38790,comp.graphics
1848,39021,comp.graphics
1849,39045,comp.graphics
1850,38983,comp.graphics
1851,39638,comp.graphics
1852,39660,comp.graphics
1853,39047,comp.graphics
1854,39627,comp.graphics
1855,38827,comp.graphics
1856,39058,comp.graphics
1857,39072,comp.graphics
1858,39649,comp.graphics
1859,39624,comp.graphics
1860,38897,comp.graphics
1861,38939,comp.graphics
1862,39662,comp.graphics
1863,38964,comp.graphics
1864,39496,comp.graphics
1865,39661,comp.graphics
1866,39676,comp.graphics
1867,39075,comp.graphics
1868,38852,comp.graphics
1869,38820,comp.graphics
1870,39497,comp.graphics
1871,38947,comp.graphics
1872,39675,comp.graphics
1873,38957,comp.graphics
1874,38917,comp.graphics
1875,39028,comp.graphics
1876,38778,comp.graphics
1877,38915,comp.graphics
1878,38837,comp.graphics
1879,38792,comp.graphics
1880,39024,comp.graphics
1881,39016,comp.graphics
1882,38980,comp.graphics
1883,38772,comp.graphics
1884,38848,comp.graphics
1885,38839,comp.graphics
1886,39015,comp.graphics
1887,38779,comp.graphics
1888,38787,comp.graphics
1889,38906,comp.graphics
1890,38767,comp.graphics
1891,38773,comp.graphics
1892,38911,comp.graphics
1893,38866,comp.graphics
1894,38899,comp.graphics
1895,38988,comp.graphics
1896,38976,comp.graphics
1897,40008,comp.graphics
1898,39637,comp.graphics
1899,39040,comp.graphics
1900,39036,comp.graphics
1901,38870,comp.graphics
1902,38766,comp.graphics
1903,38842,comp.graphics
1904,38883,comp.graphics
1905,38832,comp.graphics
1906,39041,comp.graphics
1907,39020,comp.graphics
1908,39498,comp.graphics
1909,39049,comp.graphics
1910,38829,comp.graphics
1911,39004,comp.graphics
1912,39065,comp.graphics
1913,39025,comp.graphics
1914,39022,comp.graphics
1915,39000,comp.graphics
1916,39013,comp.graphics
1917,39012,comp.graphics
1918,38913,comp.graphics
1919,38763,comp.graphics
1920,38854,comp.graphics
1921,39002,comp.graphics
1922,38878,comp.graphics
1923,38761,comp.graphics
1924,39642,comp.graphics
1925,38847,comp.graphics
1926,38789,comp.graphics
1927,39063,comp.graphics
1928,40027,comp.graphics
1929,39068,comp.graphics
1930,39017,comp.graphics
1931,38894,comp.graphics
1932,39633,comp.graphics
1933,38774,comp.graphics
1934,38999,comp.graphics
1935,39080,comp.graphics
1936,38989,comp.graphics
1937,38819,comp.graphics
1938,38777,comp.graphics
1939,38804,comp.graphics
1940,39630,comp.graphics
1941,39620,comp.graphics
1942,39619,comp.graphics
1943,38782,comp.graphics
1944,39011,comp.graphics
1945,39009,comp.graphics
1946,38868,comp.graphics
1947,38922,comp.graphics
1948,39046,comp.graphics
1949,38810,comp.graphics
1950,38984,comp.graphics
1951,38902,comp.graphics
1952,39669,comp.graphics
1953,39064,comp.graphics
1954,38936,comp.graphics
1955,38966,comp.graphics
1956,39008,comp.graphics
1957,39673,comp.graphics
1958,38881,comp.graphics
1959,38876,comp.graphics
1960,39052,comp.graphics
1961,39053,comp.graphics
1962,39044,comp.graphics
1963,39489,comp.graphics
1964,40062,comp.graphics
1965,38797,comp.graphics
1966,38886,comp.graphics
1967,38889,comp.graphics
1968,39657,comp.graphics
1969,39632,comp.graphics
1970,38895,comp.graphics
1971,38863,comp.graphics
1972,38910,comp.graphics
1973,38879,comp.graphics
1974,39490,comp.graphics
1975,38821,comp.graphics
1976,38801,comp.graphics
1977,38918,comp.graphics
1978,39656,comp.graphics
1979,38954,comp.graphics
1980,38985,comp.graphics
1981,39007,comp.graphics
1982,38843,comp.graphics
1983,38972,comp.graphics
1984,38908,comp.graphics
1985,38771,comp.graphics
1986,39078,comp.graphics
1987,39038,comp.graphics
1988,38977,comp.graphics
1989,38815,comp.graphics
1990,38849,comp.graphics
1991,38885,comp.graphics
1992,38803,comp.graphics
1993,39636,comp.graphics
1994,38903,comp.graphics
1995,38892,comp.graphics
1996,38929,comp.graphics
1997,38995,comp.graphics
1998,38940,comp.graphics
1999,39001,comp.graphics
2000,39500,comp.graphics
2001,39488,comp.graphics
2002,38948,comp.graphics
2003,38987,comp.graphics
2004,38835,comp.graphics
2005,38986,comp.graphics
2006,38944,comp.graphics
2007,38874,comp.graphics
2008,38921,comp.graphics
2009,38938,comp.graphics
2010,39658,comp.graphics
2011,38888,comp.graphics
2012,38791,comp.graphics
2013,38909,comp.graphics
2014,39055,comp.graphics
2015,39006,comp.graphics
2016,38788,comp.graphics
2017,38968,comp.graphics
2018,38830,comp.graphics
2019,38912,comp.graphics
2020,38826,comp.graphics
2021,39615,comp.graphics
2022,38962,comp.graphics
2023,38887,comp.graphics
2024,38859,comp.graphics
2025,38916,comp.graphics
2026,39037,comp.graphics
2027,38982,comp.graphics
2028,38796,comp.graphics
2029,39026,comp.graphics
2030,38764,comp.graphics
2031,38926,comp.graphics
2032,38900,comp.graphics
2033,38956,comp.graphics
2034,38833,comp.graphics
2035,39652,comp.graphics
2036,39043,comp.graphics
2037,38869,comp.graphics
2038,39635,comp.graphics
2039,39631,comp.graphics
2040,39621,comp.graphics
2041,39648,comp.graphics
2042,38975,comp.graphics
2043,39666,comp.graphics
2044,38961,comp.graphics
2045,38838,comp.graphics
2046,38851,comp.graphics
2047,38799,comp.graphics
2048,38783,comp.graphics
2049,39654,comp.graphics
2050,39014,comp.graphics
2051,38844,comp.graphics
2052,39645,comp.graphics
2053,38978,comp.graphics
2054,39054,comp.graphics
2055,38845,comp.graphics
2056,39067,comp.graphics
2057,38935,comp.graphics
2058,38865,comp.graphics
2059,39019,comp.graphics
2060,39048,comp.graphics
2061,38955,comp.graphics
2062,39032,comp.graphics
2063,39663,comp.graphics
2064,38786,comp.graphics
2065,39034,comp.graphics
2066,38809,comp.graphics
2067,39060,comp.graphics
2068,38967,comp.graphics
2069,38853,comp.graphics
2070,38941,comp.graphics
2071,39671,comp.graphics
2072,39005,comp.graphics
2073,39027,comp.graphics
2074,39018,comp.graphics
2075,38996,comp.graphics
2076,39070,comp.graphics
2077,39640,comp.graphics
2078,39664,comp.graphics
2079,39066,comp.graphics
2080,38877,comp.graphics
2081,38784,comp.graphics
2082,38971,comp.graphics
2083,38814,comp.graphics
2084,39495,comp.graphics
2085,38780,comp.graphics
2086,39083,comp.graphics
2087,39674,comp.graphics
2088,38973,comp.graphics
2089,38875,comp.graphics
2090,38993,comp.graphics
2091,39051,comp.graphics
2092,38998,comp.graphics
2093,38919,comp.graphics
2094,38904,comp.graphics
2095,38861,comp.graphics
2096,38758,comp.graphics
2097,38925,comp.graphics
2098,38836,comp.graphics
2099,39073,comp.graphics
2100,38979,comp.graphics
2101,38818,comp.graphics
2102,39665,comp.graphics
2103,38959,comp.graphics
2104,38890,comp.graphics
2105,38893,comp.graphics
2106,38775,comp.graphics
2107,38871,comp.graphics
2108,38850,comp.graphics
2109,39081,comp.graphics
2110,38862,comp.graphics
2111,39647,comp.graphics
2112,38857,comp.graphics
2113,38846,comp.graphics
2114,38785,comp.graphics
2115,39023,comp.graphics
2116,38958,comp.graphics
2117,38817,comp.graphics
2118,38860,comp.graphics
2119,39030,comp.graphics
2120,38942,comp.graphics
2121,38840,comp.graphics
2122,38930,comp.graphics
2123,38806,comp.graphics
2124,39672,comp.graphics
2125,38990,comp.graphics
2126,38823,comp.graphics
2127,39644,comp.graphics
2128,38923,comp.graphics
2129,38891,comp.graphics
2130,39076,comp.graphics
2131,39033,comp.graphics
2132,39655,comp.graphics
2133,39623,comp.graphics
2134,38822,comp.graphics
2135,38794,comp.graphics
2136,38997,comp.graphics
2137,38768,comp.graphics
2138,38943,comp.graphics
2139,39639,comp.graphics
2140,39050,comp.graphics
2141,39003,comp.graphics
2142,39617,comp.graphics
2143,38896,comp.graphics
2144,38873,comp.graphics
2145,38937,comp.graphics
2146,39618,comp.graphics
2147,39059,comp.graphics
2148,38905,comp.graphics
2149,39667,comp.graphics
2150,39056,comp.graphics
2151,39077,comp.graphics
2152,39039,comp.graphics
2153,38793,comp.graphics
2154,38963,comp.graphics
2155,39010,comp.graphics
2156,38813,comp.graphics
2157,38994,comp.graphics
2158,39084,comp.graphics
2159,39626,comp.graphics
2160,38950,comp.graphics
2161,38841,comp.graphics
2162,38933,comp.graphics
2163,39622,comp.graphics
2164,38781,comp.graphics
2165,38965,comp.graphics
2166,38864,comp.graphics
2167,38798,comp.graphics
2168,38811,comp.graphics
2169,39634,comp.graphics
2170,39487,comp.graphics
2171,38769,comp.graphics
2172,38765,comp.graphics
2173,38991,comp.graphics
2174,39629,comp.graphics
2175,38880,comp.graphics
2176,38946,comp.graphics
2177,38800,comp.graphics
2178,38920,comp.graphics
2179,39029,comp.graphics
2180,38960,comp.graphics
2181,38931,comp.graphics
2182,38898,comp.graphics
2183,38776,comp.graphics
2184,38981,comp.graphics
2185,39031,comp.graphics
2186,38770,comp.graphics
2187,38808,comp.graphics
2188,38952,comp.graphics
2189,38834,comp.graphics
2190,38807,comp.graphics
2191,38951,comp.graphics
2192,39736,comp.graphics
2193,39646,comp.graphics
2194,38824,comp.graphics
2195,38831,comp.graphics
2196,38949,comp.graphics
2197,39082,comp.graphics
2198,39737,comp.graphics
2199,39079,comp.graphics
2200,38932,comp.graphics
2201,39641,comp.graphics
2202,38927,comp.graphics
2203,38907,comp.graphics
2204,39677,comp.graphics
2205,39074,comp.graphics
2206,38969,comp.graphics
2207,38856,comp.graphics
2208,39042,comp.graphics
2209,38867,comp.graphics
2210,39738,comp.graphics
2211,38992,comp.graphics
2212,39499,comp.graphics
2213,39625,comp.graphics
2214,10725,comp.os.ms-windows.misc
2215,10005,comp.os.ms-windows.misc
2216,10874,comp.os.ms-windows.misc
2217,10125,comp.os.ms-windows.misc
2218,10046,comp.os.ms-windows.misc
2219,10084,comp.os.ms-windows.misc
2220,10131,comp.os.ms-windows.misc
2221,10649,comp.os.ms-windows.misc
2222,10185,comp.os.ms-windows.misc
2223,10135,comp.os.ms-windows.misc
2224,10033,comp.os.ms-windows.misc
2225,10945,comp.os.ms-windows.misc
2226,10013,comp.os.ms-windows.misc
2227,10604,comp.os.ms-windows.misc
2228,10828,comp.os.ms-windows.misc
2229,10139,comp.os.ms-windows.misc
2230,10147,comp.os.ms-windows.misc
2231,10103,comp.os.ms-windows.misc
2232,10829,comp.os.ms-windows.misc
2233,10192,comp.os.ms-windows.misc
2234,10160,comp.os.ms-windows.misc
2235,10132,comp.os.ms-windows.misc
2236,10662,comp.os.ms-windows.misc
2237,10734,comp.os.ms-windows.misc
2238,10695,comp.os.ms-windows.misc
2239,10201,comp.os.ms-windows.misc
2240,10136,comp.os.ms-windows.misc
2241,10159,comp.os.ms-windows.misc
2242,10109,comp.os.ms-windows.misc
2243,10765,comp.os.ms-windows.misc
2244,10648,comp.os.ms-windows.misc
2245,10768,comp.os.ms-windows.misc
2246,10138,comp.os.ms-windows.misc
2247,10942,comp.os.ms-windows.misc
2248,10674,comp.os.ms-windows.misc
2249,10785,comp.os.ms-windows.misc
2250,10048,comp.os.ms-windows.misc
2251,10811,comp.os.ms-windows.misc
2252,10822,comp.os.ms-windows.misc
2253,10172,comp.os.ms-windows.misc
2254,10061,comp.os.ms-windows.misc
2255,10641,comp.os.ms-windows.misc
2256,10816,comp.os.ms-windows.misc
2257,10137,comp.os.ms-windows.misc
2258,10204,comp.os.ms-windows.misc
2259,10047,comp.os.ms-windows.misc
2260,10075,comp.os.ms-windows.misc
2261,10107,comp.os.ms-windows.misc
2262,10735,comp.os.ms-windows.misc
2263,10801,comp.os.ms-windows.misc
2264,10819,comp.os.ms-windows.misc
2265,10067,comp.os.ms-windows.misc
2266,10091,comp.os.ms-windows.misc
2267,10934,comp.os.ms-windows.misc
2268,10729,comp.os.ms-windows.misc
2269,10052,comp.os.ms-windows.misc
2270,10120,comp.os.ms-windows.misc
2271,10198,comp.os.ms-windows.misc
2272,10188,comp.os.ms-windows.misc
2273,10872,comp.os.ms-windows.misc
2274,10115,comp.os.ms-windows.misc
2275,10128,comp.os.ms-windows.misc
2276,10174,comp.os.ms-windows.misc
2277,10943,comp.os.ms-windows.misc
2278,10780,comp.os.ms-windows.misc
2279,10157,comp.os.ms-windows.misc
2280,10106,comp.os.ms-windows.misc
2281,10905,comp.os.ms-windows.misc
2282,10740,comp.os.ms-windows.misc
2283,10873,comp.os.ms-windows.misc
2284,10911,comp.os.ms-windows.misc
2285,10164,comp.os.ms-windows.misc
2286,10601,comp.os.ms-windows.misc
2287,10908,comp.os.ms-windows.misc
2288,10064,comp.os.ms-windows.misc
2289,10854,comp.os.ms-windows.misc
2290,10090,comp.os.ms-windows.misc
2291,10156,comp.os.ms-windows.misc
2292,10101,comp.os.ms-windows.misc
2293,10019,comp.os.ms-windows.misc
2294,10171,comp.os.ms-windows.misc
2295,10792,comp.os.ms-windows.misc
2296,10733,comp.os.ms-windows.misc
2297,10043,comp.os.ms-windows.misc
2298,10672,comp.os.ms-windows.misc
2299,10635,comp.os.ms-windows.misc
2300,10697,comp.os.ms-windows.misc
2301,10051,comp.os.ms-windows.misc
2302,10606,comp.os.ms-windows.misc
2303,10807,comp.os.ms-windows.misc
2304,10117,comp.os.ms-windows.misc
2305,10028,comp.os.ms-windows.misc
2306,10006,comp.os.ms-windows.misc
2307,10821,comp.os.ms-windows.misc
2308,10162,comp.os.ms-windows.misc
2309,10616,comp.os.ms-windows.misc
2310,10093,comp.os.ms-windows.misc
2311,10683,comp.os.ms-windows.misc
2312,10742,comp.os.ms-windows.misc
2313,10851,comp.os.ms-windows.misc
2314,10194,comp.os.ms-windows.misc
2315,10170,comp.os.ms-windows.misc
2316,10183,comp.os.ms-windows.misc
2317,10134,comp.os.ms-windows.misc
2318,10207,comp.os.ms-windows.misc
2319,10068,comp.os.ms-windows.misc
2320,10782,comp.os.ms-windows.misc
2321,10673,comp.os.ms-windows.misc
2322,10859,comp.os.ms-windows.misc
2323,10127,comp.os.ms-windows.misc
2324,10100,comp.os.ms-windows.misc
2325,10063,comp.os.ms-windows.misc
2326,10104,comp.os.ms-windows.misc
2327,10802,comp.os.ms-windows.misc
2328,10096,comp.os.ms-windows.misc
2329,10868,comp.os.ms-windows.misc
2330,10726,comp.os.ms-windows.misc
2331,10848,comp.os.ms-windows.misc
2332,10144,comp.os.ms-windows.misc
2333,10906,comp.os.ms-windows.misc
2334,10855,comp.os.ms-windows.misc
2335,10610,comp.os.ms-windows.misc
2336,10122,comp.os.ms-windows.misc
2337,10041,comp.os.ms-windows.misc
2338,10857,comp.os.ms-windows.misc
2339,10795,comp.os.ms-windows.misc
2340,10838,comp.os.ms-windows.misc
2341,10797,comp.os.ms-windows.misc
2342,10111,comp.os.ms-windows.misc
2343,10189,comp.os.ms-windows.misc
2344,10647,comp.os.ms-windows.misc
2345,10088,comp.os.ms-windows.misc
2346,10124,comp.os.ms-windows.misc
2347,10119,comp.os.ms-windows.misc
2348,10812,comp.os.ms-windows.misc
2349,10620,comp.os.ms-windows.misc
2350,10827,comp.os.ms-windows.misc
2351,10133,comp.os.ms-windows.misc
2352,10602,comp.os.ms-windows.misc
2353,10055,comp.os.ms-windows.misc
2354,10638,comp.os.ms-windows.misc
2355,10179,comp.os.ms-windows.misc
2356,10059,comp.os.ms-windows.misc
2357,10036,comp.os.ms-windows.misc
2358,10085,comp.os.ms-windows.misc
2359,10173,comp.os.ms-windows.misc
2360,10796,comp.os.ms-windows.misc
2361,10014,comp.os.ms-windows.misc
2362,10904,comp.os.ms-windows.misc
2363,10040,comp.os.ms-windows.misc
2364,10195,comp.os.ms-windows.misc
2365,10012,comp.os.ms-windows.misc
2366,10056,comp.os.ms-windows.misc
2367,10833,comp.os.ms-windows.misc
2368,10599,comp.os.ms-windows.misc
2369,10605,comp.os.ms-windows.misc
2370,10730,comp.os.ms-windows.misc
2371,10644,comp.os.ms-windows.misc
2372,10790,comp.os.ms-windows.misc
2373,10643,comp.os.ms-windows.misc
2374,10114,comp.os.ms-windows.misc
2375,10076,comp.os.ms-windows.misc
2376,10087,comp.os.ms-windows.misc
2377,10186,comp.os.ms-windows.misc
2378,10806,comp.os.ms-windows.misc
2379,10826,comp.os.ms-windows.misc
2380,10105,comp.os.ms-windows.misc
2381,10022,comp.os.ms-windows.misc
2382,10619,comp.os.ms-windows.misc
2383,10732,comp.os.ms-windows.misc
2384,10074,comp.os.ms-windows.misc
2385,10862,comp.os.ms-windows.misc
2386,10086,comp.os.ms-windows.misc
2387,10866,comp.os.ms-windows.misc
2388,10049,comp.os.ms-windows.misc
2389,10824,comp.os.ms-windows.misc
2390,10841,comp.os.ms-windows.misc
2391,10011,comp.os.ms-windows.misc
2392,10831,comp.os.ms-windows.misc
2393,10820,comp.os.ms-windows.misc
2394,10070,comp.os.ms-windows.misc
2395,10181,comp.os.ms-windows.misc
2396,10618,comp.os.ms-windows.misc
2397,10193,comp.os.ms-windows.misc
2398,10836,comp.os.ms-windows.misc
2399,10065,comp.os.ms-windows.misc
2400,10867,comp.os.ms-windows.misc
2401,10168,comp.os.ms-windows.misc
2402,10098,comp.os.ms-windows.misc
2403,10615,comp.os.ms-windows.misc
2404,10607,comp.os.ms-windows.misc
2405,10151,comp.os.ms-windows.misc
2406,10034,comp.os.ms-windows.misc
2407,10809,comp.os.ms-windows.misc
2408,10871,comp.os.ms-windows.misc
2409,10664,comp.os.ms-windows.misc
2410,10038,comp.os.ms-windows.misc
2411,10869,comp.os.ms-windows.misc
2412,10727,comp.os.ms-windows.misc
2413,10614,comp.os.ms-windows.misc
2414,10092,comp.os.ms-windows.misc
2415,10731,comp.os.ms-windows.misc
2416,10053,comp.os.ms-windows.misc
2417,10152,comp.os.ms-windows.misc
2418,10845,comp.os.ms-windows.misc
2419,10600,comp.os.ms-windows.misc
2420,10843,comp.os.ms-windows.misc
2421,10935,comp.os.ms-windows.misc
2422,10126,comp.os.ms-windows.misc
2423,10660,comp.os.ms-windows.misc
2424,10864,comp.os.ms-windows.misc
2425,10176,comp.os.ms-windows.misc
2426,10165,comp.os.ms-windows.misc
2427,10650,comp.os.ms-windows.misc
2428,10783,comp.os.ms-windows.misc
2429,10870,comp.os.ms-windows.misc
2430,10123,comp.os.ms-windows.misc
2431,10035,comp.os.ms-windows.misc
2432,10141,comp.os.ms-windows.misc
2433,10798,comp.os.ms-windows.misc
2434,10037,comp.os.ms-windows.misc
2435,10830,comp.os.ms-windows.misc
2436,10089,comp.os.ms-windows.misc
2437,10200,comp.os.ms-windows.misc
2438,10853,comp.os.ms-windows.misc
2439,10789,comp.os.ms-windows.misc
2440,10009,comp.os.ms-windows.misc
2441,10003,comp.os.ms-windows.misc
2442,10010,comp.os.ms-windows.misc
2443,10723,comp.os.ms-windows.misc
2444,10724,comp.os.ms-windows.misc
2445,10102,comp.os.ms-windows.misc
2446,10634,comp.os.ms-windows.misc
2447,10145,comp.os.ms-windows.misc
2448,10094,comp.os.ms-windows.misc
2449,10205,comp.os.ms-windows.misc
2450,10161,comp.os.ms-windows.misc
2451,10661,comp.os.ms-windows.misc
2452,10108,comp.os.ms-windows.misc
2453,10846,comp.os.ms-windows.misc
2454,10858,comp.os.ms-windows.misc
2455,10018,comp.os.ms-windows.misc
2456,10646,comp.os.ms-windows.misc
2457,10692,comp.os.ms-windows.misc
2458,10832,comp.os.ms-windows.misc
2459,10069,comp.os.ms-windows.misc
2460,10148,comp.os.ms-windows.misc
2461,10825,comp.os.ms-windows.misc
2462,10026,comp.os.ms-windows.misc
2463,10770,comp.os.ms-windows.misc
2464,10203,comp.os.ms-windows.misc
2465,10810,comp.os.ms-windows.misc
2466,10637,comp.os.ms-windows.misc
2467,10675,comp.os.ms-windows.misc
2468,10640,comp.os.ms-windows.misc
2469,10180,comp.os.ms-windows.misc
2470,10039,comp.os.ms-windows.misc
2471,10639,comp.os.ms-windows.misc
2472,10021,comp.os.ms-windows.misc
2473,10030,comp.os.ms-windows.misc
2474,10865,comp.os.ms-windows.misc
2475,10805,comp.os.ms-windows.misc
2476,10175,comp.os.ms-windows.misc
2477,10166,comp.os.ms-windows.misc
2478,10941,comp.os.ms-windows.misc
2479,10184,comp.os.ms-windows.misc
2480,10118,comp.os.ms-windows.misc
2481,10933,comp.os.ms-windows.misc
2482,10196,comp.os.ms-windows.misc
2483,10097,comp.os.ms-windows.misc
2484,10800,comp.os.ms-windows.misc
2485,10767,comp.os.ms-windows.misc
2486,10110,comp.os.ms-windows.misc
2487,10799,comp.os.ms-windows.misc
2488,10694,comp.os.ms-windows.misc
2489,10788,comp.os.ms-windows.misc
2490,10073,comp.os.ms-windows.misc
2491,10786,comp.os.ms-windows.misc
2492,10856,comp.os.ms-windows.misc
2493,10847,comp.os.ms-windows.misc
2494,10909,comp.os.ms-windows.misc
2495,10837,comp.os.ms-windows.misc
2496,10814,comp.os.ms-windows.misc
2497,10163,comp.os.ms-windows.misc
2498,10793,comp.os.ms-windows.misc
2499,10818,comp.os.ms-windows.misc
2500,10907,comp.os.ms-windows.misc
2501,10850,comp.os.ms-windows.misc
2502,10202,comp.os.ms-windows.misc
2503,10208,comp.os.ms-windows.misc
2504,10622,comp.os.ms-windows.misc
2505,10852,comp.os.ms-windows.misc
2506,10834,comp.os.ms-windows.misc
2507,10058,comp.os.ms-windows.misc
2508,10608,comp.os.ms-windows.misc
2509,10937,comp.os.ms-windows.misc
2510,10696,comp.os.ms-windows.misc
2511,10078,comp.os.ms-windows.misc
2512,10794,comp.os.ms-windows.misc
2513,10083,comp.os.ms-windows.misc
2514,10938,comp.os.ms-windows.misc
2515,10808,comp.os.ms-windows.misc
2516,10823,comp.os.ms-windows.misc
2517,10863,comp.os.ms-windows.misc
2518,10079,comp.os.ms-windows.misc
2519,10032,comp.os.ms-windows.misc
2520,10944,comp.os.ms-windows.misc
2521,10099,comp.os.ms-windows.misc
2522,10187,comp.os.ms-windows.misc
2523,10791,comp.os.ms-windows.misc
2524,10840,comp.os.ms-windows.misc
2525,10633,comp.os.ms-windows.misc
2526,10693,comp.os.ms-windows.misc
2527,10149,comp.os.ms-windows.misc
2528,10903,comp.os.ms-windows.misc
2529,10199,comp.os.ms-windows.misc
2530,10849,comp.os.ms-windows.misc
2531,10598,comp.os.ms-windows.misc
2532,10066,comp.os.ms-windows.misc
2533,10182,comp.os.ms-windows.misc
2534,10835,comp.os.ms-windows.misc
2535,10815,comp.os.ms-windows.misc
2536,10940,comp.os.ms-windows.misc
2537,10741,comp.os.ms-windows.misc
2538,10839,comp.os.ms-windows.misc
2539,10817,comp.os.ms-windows.misc
2540,10146,comp.os.ms-windows.misc
2541,10116,comp.os.ms-windows.misc
2542,10769,comp.os.ms-windows.misc
2543,10169,comp.os.ms-windows.misc
2544,10636,comp.os.ms-windows.misc
2545,10072,comp.os.ms-windows.misc
2546,10743,comp.os.ms-windows.misc
2547,10027,comp.os.ms-windows.misc
2548,10029,comp.os.ms-windows.misc
2549,10842,comp.os.ms-windows.misc
2550,10167,comp.os.ms-windows.misc
2551,10663,comp.os.ms-windows.misc
2552,10080,comp.os.ms-windows.misc
2553,10813,comp.os.ms-windows.misc
2554,10781,comp.os.ms-windows.misc
2555,10155,comp.os.ms-windows.misc
2556,10728,comp.os.ms-windows.misc
2557,10177,comp.os.ms-windows.misc
2558,10113,comp.os.ms-windows.misc
2559,10191,comp.os.ms-windows.misc
2560,10071,comp.os.ms-windows.misc
2561,10054,comp.os.ms-windows.misc
2562,10939,comp.os.ms-windows.misc
2563,10612,comp.os.ms-windows.misc
2564,10062,comp.os.ms-windows.misc
2565,10024,comp.os.ms-windows.misc
2566,10784,comp.os.ms-windows.misc
2567,10121,comp.os.ms-windows.misc
2568,10611,comp.os.ms-windows.misc
2569,10112,comp.os.ms-windows.misc
2570,10617,comp.os.ms-windows.misc
2571,10057,comp.os.ms-windows.misc
2572,10130,comp.os.ms-windows.misc
2573,10844,comp.os.ms-windows.misc
2574,10804,comp.os.ms-windows.misc
2575,10081,comp.os.ms-windows.misc
2576,10698,comp.os.ms-windows.misc
2577,10095,comp.os.ms-windows.misc
2578,10158,comp.os.ms-windows.misc
2579,10045,comp.os.ms-windows.misc
2580,10142,comp.os.ms-windows.misc
2581,10004,comp.os.ms-windows.misc
2582,10766,comp.os.ms-windows.misc
2583,10910,comp.os.ms-windows.misc
2584,10178,comp.os.ms-windows.misc
2585,10150,comp.os.ms-windows.misc
2586,10140,comp.os.ms-windows.misc
2587,10197,comp.os.ms-windows.misc
2588,10787,comp.os.ms-windows.misc
2589,10645,comp.os.ms-windows.misc
2590,10642,comp.os.ms-windows.misc
2591,10143,comp.os.ms-windows.misc
2592,10803,comp.os.ms-windows.misc
2593,10044,comp.os.ms-windows.misc
2594,10603,comp.os.ms-windows.misc
2595,10206,comp.os.ms-windows.misc
2596,10613,comp.os.ms-windows.misc
2597,10153,comp.os.ms-windows.misc
2598,10685,comp.os.ms-windows.misc
2599,10190,comp.os.ms-windows.misc
2600,10154,comp.os.ms-windows.misc
2601,10771,comp.os.ms-windows.misc
2602,10936,comp.os.ms-windows.misc
2603,10609,comp.os.ms-windows.misc
2604,10050,comp.os.ms-windows.misc
2605,10060,comp.os.ms-windows.misc
2606,10684,comp.os.ms-windows.misc
2607,10015,comp.os.ms-windows.misc
2608,59603,sci.med
2609,59348,sci.med
2610,59576,sci.med
2611,59392,sci.med
2612,59382,sci.med
2613,59394,sci.med
2614,59364,sci.med
2615,59376,sci.med
2616,59353,sci.med
2617,59267,sci.med
2618,59289,sci.med
2619,59337,sci.med
2620,59334,sci.med
2621,59414,sci.med
2622,59272,sci.med
2623,59380,sci.med
2624,59369,sci.med
2625,59276,sci.med
2626,59314,sci.med
2627,59502,sci.med
2628,59525,sci.med
2629,59584,sci.med
2630,59631,sci.med
2631,59486,sci.med
2632,59639,sci.med
2633,59397,sci.med
2634,59307,sci.med
2635,59616,sci.med
2636,59291,sci.med
2637,59321,sci.med
2638,59333,sci.med
2639,59530,sci.med
2640,59374,sci.med
2641,59304,sci.med
2642,59401,sci.med
2643,59427,sci.med
2644,59331,sci.med
2645,59620,sci.med
2646,59398,sci.med
2647,59283,sci.med
2648,59461,sci.med
2649,59335,sci.med
2650,59322,sci.med
2651,59537,sci.med
2652,59559,sci.med
2653,59529,sci.med
2654,59346,sci.med
2655,59316,sci.med
2656,59253,sci.med
2657,59591,sci.med
2658,59540,sci.med
2659,59635,sci.med
2660,59460,sci.med
2661,59323,sci.med
2662,59473,sci.med
2663,59402,sci.med
2664,59280,sci.med
2665,59562,sci.med
2666,59370,sci.med
2667,59567,sci.med
2668,59362,sci.med
2669,59514,sci.med
2670,59527,sci.med
2671,59336,sci.med
2672,59299,sci.med
2673,59357,sci.med
2674,59287,sci.med
2675,59602,sci.med
2676,59645,sci.med
2677,59247,sci.med
2678,59327,sci.med
2679,59330,sci.med
2680,59523,sci.med
2681,59545,sci.med
2682,59581,sci.med
2683,59544,sci.med
2684,59298,sci.med
2685,59470,sci.med
2686,59305,sci.med
2687,59318,sci.med
2688,59395,sci.med
2689,59594,sci.med
2690,59625,sci.med
2691,59629,sci.med
2692,59277,sci.med
2693,59325,sci.med
2694,59579,sci.med
2695,59367,sci.med
2696,59496,sci.med
2697,59558,sci.med
2698,59538,sci.med
2699,59459,sci.med
2700,59524,sci.med
2701,59588,sci.med
2702,59578,sci.med
2703,59552,sci.med
2704,59469,sci.med
2705,59350,sci.med
2706,59437,sci.med
2707,59487,sci.med
2708,59520,sci.med
2709,59347,sci.med
2710,59332,sci.med
2711,59652,sci.med
2712,59310,sci.med
2713,59536,sci.med
2714,59621,sci.med
2715,59424,sci.med
2716,59455,sci.med
2717,59606,sci.med
2718,59419,sci.med
2719,59499,sci.med
2720,59274,sci.med
